Asset,Company,Country,Region,Sector,Facility_ID,Facility_Name,Facility_Type,Reporting_Year,Month,Emission_Type,Emission_Value_tCO2e,Emission_Method,Emission_Factor_Source,Regulator,Scope_1_tCO2e,Scope_2_tCO2e,Scope_3_tCO2e,Energy_Consumed_kWh,Flaring_Volume_Mscf,Methane_tons,Production_Volume,Production_Unit,Industry_Code,Data_Quality,Data_Type,Dataset_Version,Source,Latitude,Longitude,Facility_Status,Notes,Total_Emissions
Processing Plant 324,Vertex LNG,India,Asia-Pacific,Mining,FAC-324,Sunset Processing Plant 324,Processing Plant,2022,7,Total_GHG,1110.927,Direct Measurement,IEA 2023,National Authority,504.809,157.2,448.918,419560.22,136.73,10.261,11285.49,MWh,212299,Medium,Synthetic,v1.0,Generated,25.7083,77.5288,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1110.927
Gas Plant 325,Vertex LNG,Qatar,Middle East,Oil & Gas,FAC-325,Highland Onshore Gas Plant 325,Onshore Gas Plant,2019,3,Total_GHG,748.77,Emission Factor,EU EMEP/EEA,US EPA,341.82,42.03,364.92,128446.89,548.503,9.62,1001.95,MMscf,211120,High,Synthetic,v1.0,Generated,24.1584,51.6031,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,748.77
Concentrator 326,Epsilon Resources,South Africa,Africa,Mining,FAC-326,Westfield Concentrator 326,Concentrator,2023,11,Total_GHG,1147.034,Emission Factor,EPA AP-42,Local Authority,523.705,94.838,528.491,217590.48,5.178,14.976,5817.87,tons/day,212299,Low,Synthetic,v1.0,Generated,-33.0188,25.5517,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1147.034
Offshore Platform 327,Gamma Mining Corp,Canada,North America,Oil & Gas,FAC-327,Oakridge Offshore Platform 327,Offshore Platform,2018,7,Total_GHG,2363.544,Hybrid,EU EMEP/EEA,Local Authority,750.486,81.178,1531.88,190902.42,187.628,22.812,1625.0,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,63.1698,-86.8433,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2363.544
Smelter 328,Epsilon Resources,Canada,North America,Mining,FAC-328,Westfield Smelter 328,Smelter,2024,1,Total_GHG,1421.813,Direct Measurement,IPCC 2019,Local Authority,592.959,165.743,663.111,394467.71,45.311,14.068,10515.47,tons/day,212299,Medium,Synthetic,v1.0,Generated,46.3774,-138.7789,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1421.813
Mine 329,Beta Oilfield Services,Norway,Europe,Mining,FAC-329,Pioneer Open-Pit Mine 329,Open-Pit Mine,2021,8,Total_GHG,1253.247,Hybrid,EU EMEP/EEA,National Authority,618.379,86.387,548.481,268901.22,30.841,17.18,7554.13,MWh,212299,Medium,Synthetic,v1.0,Generated,69.7314,24.2083,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1253.247
Aromatics Unit 330,Alpha Energy,India,Asia-Pacific,Petrochemicals,FAC-330,Silverline Aromatics Unit 330,Aromatics Unit,2022,11,Total_GHG,2070.653,Emission Factor,IPCC 2019,National Authority,792.584,128.402,1149.667,353864.83,190.028,16.642,6798.43,MWh,325110,Medium,Synthetic,v1.0,Generated,15.9936,78.2671,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2070.653
Smelter 331,Alpha Energy,Norway,Europe,Mining,FAC-331,Granite Smelter 331,Smelter,2021,4,Total_GHG,970.648,Emission Factor,EPA AP-42,National Authority,461.673,132.278,376.697,303613.4,142.428,11.091,7999.9,MWh,212299,Medium,Synthetic,v1.0,Generated,61.7441,9.9972,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,970.648
Polymer Plant 332,Epsilon Resources,Canada,North America,Petrochemicals,FAC-332,Lakeside Polymer Plant 332,Polymer Plant,2019,10,Total_GHG,1375.545,Hybrid,IEA 2023,EU ETS,649.22,89.999,636.326,238466.38,410.607,16.547,3982.83,MWh,325110,Medium,Synthetic,v1.0,Generated,61.0105,-128.6395,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1375.545
Refinery 333,Orion Upstream,Qatar,Middle East,Oil & Gas,FAC-333,Eagle Refinery 333,Refinery,2019,8,Total_GHG,2652.823,Hybrid,IPCC 2019,US EPA,813.538,63.958,1775.327,140090.48,922.518,26.661,1104.49,MMscf,211120,Low,Synthetic,v1.0,Generated,24.2279,50.4534,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2652.823
Mine 334,Beta Oilfield Services,South Africa,Africa,Mining,FAC-334,Westfield Open-Pit Mine 334,Open-Pit Mine,2024,9,Total_GHG,812.51,Emission Factor,IPCC 2019,EU ETS,359.404,78.093,375.013,180225.88,12.258,9.157,5516.67,tons/day,212299,Medium,Synthetic,v1.0,Generated,-26.6841,30.8758,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,812.51
Refinery 335,Delta Petroleum,India,Asia-Pacific,Oil & Gas,FAC-335,Northshore Refinery 335,Refinery,2019,8,Total_GHG,2170.91,Hybrid,EU EMEP/EEA,EU ETS,702.763,57.762,1410.385,160775.11,507.696,21.619,1434.08,MWh,211120,High,Synthetic,v1.0,Generated,27.3927,83.3844,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2170.91
Smelter 336,Terra Minerals,Saudi Arabia,Middle East,Mining,FAC-336,Northshore Smelter 336,Smelter,2023,9,Total_GHG,1103.894,Direct Measurement,IPCC 2019,Local Authority,464.854,100.228,538.812,307510.39,76.91,10.414,9079.64,tons/day,212299,High,Synthetic,v1.0,Generated,30.1561,40.6387,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1103.894
Aromatics Unit 337,Orion Upstream,Saudi Arabia,Middle East,Petrochemicals,FAC-337,Eagle Aromatics Unit 337,Aromatics Unit,2022,3,Total_GHG,1920.355,Hybrid,EU EMEP/EEA,EU ETS,702.939,93.284,1124.132,248597.67,809.444,17.767,4393.53,MWh,325110,Medium,Synthetic,v1.0,Generated,16.1185,38.1967,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1920.355
Aromatics Unit 338,Nexus Petrochem,Norway,Europe,Petrochemicals,FAC-338,Lakeside Aromatics Unit 338,Aromatics Unit,2018,9,Total_GHG,2151.189,Hybrid,EU EMEP/EEA,US EPA,808.419,97.666,1245.104,272342.13,208.147,21.064,4709.56,MWh,325110,Medium,Synthetic,v1.0,Generated,64.7661,19.0605,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2151.189
Concentrator 339,Beta Oilfield Services,USA,North America,Mining,FAC-339,Pioneer Concentrator 339,Concentrator,2020,10,Total_GHG,1260.071,Hybrid,IEA 2023,Local Authority,545.713,154.594,559.764,328918.02,48.106,12.923,9710.37,MWh,212299,High,Synthetic,v1.0,Generated,43.1574,-69.4021,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1260.071
Polymer Plant 340,Nexus Petrochem,Australia,Asia-Pacific,Petrochemicals,FAC-340,Eagle Polymer Plant 340,Polymer Plant,2022,4,Total_GHG,1228.568,Direct Measurement,EU EMEP/EEA,US EPA,606.448,103.681,518.439,267231.3,224.045,13.282,4903.56,MWh,325110,High,Synthetic,v1.0,Generated,-17.5122,118.9986,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1228.568
Blending Station 341,Epsilon Resources,South Africa,Africa,Petrochemicals,FAC-341,Pioneer Blending Station 341,Blending Station,2023,8,Total_GHG,2116.248,Direct Measurement,IEA 2023,National Authority,746.396,112.725,1257.127,260501.03,189.289,19.264,4448.3,MWh,325110,High,Synthetic,v1.0,Generated,-28.0141,24.3513,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2116.248
Aromatics Unit 342,Beta Oilfield Services,South Africa,Africa,Petrochemicals,FAC-342,Granite Aromatics Unit 342,Aromatics Unit,2022,5,Total_GHG,1404.936,Emission Factor,IPCC 2019,Local Authority,513.841,75.529,815.566,220293.04,316.62,10.919,4336.89,tons/day,325110,Medium,Synthetic,v1.0,Generated,-23.7722,19.655,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1404.936
Blending Station 343,Alpha Energy,Canada,North America,Petrochemicals,FAC-343,Northshore Blending Station 343,Blending Station,2021,8,Total_GHG,2021.053,Emission Factor,EU EMEP/EEA,National Authority,816.605,143.623,1060.825,325002.41,874.544,19.965,5471.13,MWh,325110,High,Synthetic,v1.0,Generated,57.7835,-134.0543,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2021.053
Gathering Hub 344,Sequoia Refining,Qatar,Middle East,Oil & Gas,FAC-344,Granite Gathering Hub 344,Gathering Hub,2022,1,Total_GHG,2842.929,Hybrid,IPCC 2019,US EPA,948.518,70.322,1824.089,157185.45,914.618,31.193,1250.86,MMscf,211120,High,Synthetic,v1.0,Generated,24.7745,51.8005,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2842.929
Cracker Unit 345,Sequoia Refining,Australia,Asia-Pacific,Petrochemicals,FAC-345,Northshore Cracker Unit 345,Cracker Unit,2018,11,Total_GHG,1660.643,Hybrid,EPA AP-42,National Authority,856.299,129.452,674.892,313649.67,341.411,21.886,5220.0,tons/day,325110,Medium,Synthetic,v1.0,Generated,-29.0227,133.0818,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1660.643
Gas Plant 346,Nexus Petrochem,Norway,Europe,Oil & Gas,FAC-346,Granite Onshore Gas Plant 346,Onshore Gas Plant,2021,5,Total_GHG,2845.025,Direct Measurement,EPA AP-42,EU ETS,973.742,60.793,1810.49,128703.31,355.437,32.671,1063.64,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,63.3942,27.3509,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2845.025
Mine 347,Orion Upstream,Norway,Europe,Mining,FAC-347,Cedar Open-Pit Mine 347,Open-Pit Mine,2024,2,Total_GHG,830.92,Emission Factor,EU EMEP/EEA,US EPA,521.602,56.88,252.438,168078.26,53.508,15.815,4571.7,tons/day,212299,High,Synthetic,v1.0,Generated,63.3667,13.4297,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,830.92
Refinery 348,Epsilon Resources,Australia,Asia-Pacific,Oil & Gas,FAC-348,Lakeside Refinery 348,Refinery,2024,9,Total_GHG,2077.79,Direct Measurement,IEA 2023,National Authority,845.566,49.02,1183.204,103228.45,382.515,28.454,895.22,kbbl/day-eq,211120,Low,Synthetic,v1.0,Generated,-12.767,140.6537,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2077.79
Refinery 349,Vertex LNG,South Africa,Africa,Oil & Gas,FAC-349,Northshore Refinery 349,Refinery,2018,8,Total_GHG,1666.913,Hybrid,IPCC 2019,Local Authority,847.49,46.931,772.492,116843.8,391.157,28.476,911.79,MMscf,211120,High,Synthetic,v1.0,Generated,-30.529,32.5812,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1666.913
Gathering Hub 350,Epsilon Resources,Qatar,Middle East,Oil & Gas,FAC-350,Granite Gathering Hub 350,Gathering Hub,2023,6,Total_GHG,1231.949,Hybrid,IEA 2023,US EPA,616.785,59.284,555.88,142537.25,422.554,19.149,1199.15,MWh,211120,Medium,Synthetic,v1.0,Generated,24.4217,51.0096,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1231.949
Offshore Platform 351,Nexus Petrochem,Australia,Asia-Pacific,Oil & Gas,FAC-351,Cedar Offshore Platform 351,Offshore Platform,2022,2,Total_GHG,3529.809,Emission Factor,EPA AP-42,National Authority,1055.988,60.738,2413.083,178775.73,912.021,34.57,1446.05,MWh,211120,High,Synthetic,v1.0,Generated,-14.1994,141.7254,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,3529.809
Cracker Unit 352,Beta Oilfield Services,India,Asia-Pacific,Petrochemicals,FAC-352,Northshore Cracker Unit 352,Cracker Unit,2019,12,Total_GHG,1887.25,Emission Factor,EPA AP-42,US EPA,886.718,149.579,850.953,332880.3,809.304,21.862,5841.43,MWh,325110,High,Synthetic,v1.0,Generated,15.4096,71.8598,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1887.25
Polymer Plant 353,Alpha Energy,UK,Europe,Petrochemicals,FAC-353,Westfield Polymer Plant 353,Polymer Plant,2024,5,Total_GHG,2057.479,Hybrid,IPCC 2019,EU ETS,826.416,113.86,1117.203,327103.12,366.098,18.679,6366.94,MWh,325110,High,Synthetic,v1.0,Generated,57.8741,-1.6156,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2057.479
Gathering Hub 354,Epsilon Resources,UK,Europe,Oil & Gas,FAC-354,Silverline Gathering Hub 354,Gathering Hub,2023,9,Total_GHG,2918.843,Emission Factor,EU EMEP/EEA,Local Authority,889.177,48.073,1981.593,146429.64,666.864,29.144,1205.75,MWh,211120,High,Synthetic,v1.0,Generated,56.7813,-7.7688,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2918.843
Concentrator 355,Terra Minerals,USA,North America,Mining,FAC-355,Highland Concentrator 355,Concentrator,2021,9,Total_GHG,1283.515,Direct Measurement,IEA 2023,EU ETS,612.563,95.103,575.849,267067.76,56.178,16.786,7799.19,tons/day,212299,High,Synthetic,v1.0,Generated,46.2113,-110.9762,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1283.515
Cracker Unit 356,Alpha Energy,India,Asia-Pacific,Petrochemicals,FAC-356,Oakridge Cracker Unit 356,Cracker Unit,2020,5,Total_GHG,1387.397,Hybrid,EU EMEP/EEA,US EPA,498.116,85.867,803.414,182320.5,259.183,11.883,3497.96,MWh,325110,Medium,Synthetic,v1.0,Generated,16.639,68.4805,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1387.397
Refinery 357,Alpha Energy,Qatar,Middle East,Oil & Gas,FAC-357,Westfield Refinery 357,Refinery,2024,3,Total_GHG,1264.665,Emission Factor,IPCC 2019,National Authority,387.617,35.362,841.686,107695.98,631.318,11.353,985.19,MMscf,211120,High,Synthetic,v1.0,Generated,24.6266,51.6954,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1264.665
Cracker Unit 358,Vertex LNG,Qatar,Middle East,Petrochemicals,FAC-358,Sunset Cracker Unit 358,Cracker Unit,2022,2,Total_GHG,1179.411,Direct Measurement,IEA 2023,Local Authority,415.117,78.481,685.813,237240.58,323.076,7.259,4353.45,tons/day,325110,High,Synthetic,v1.0,Generated,24.9284,50.8562,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1179.411
Blending Station 359,Gamma Mining Corp,UK,Europe,Petrochemicals,FAC-359,Riverview Blending Station 359,Blending Station,2020,10,Total_GHG,1172.023,Direct Measurement,IEA 2023,US EPA,490.519,104.77,576.734,279488.32,999.284,8.326,5281.03,MWh,325110,High,Synthetic,v1.0,Generated,51.1014,-7.5593,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1172.023
Cracker Unit 360,Nexus Petrochem,Saudi Arabia,Middle East,Petrochemicals,FAC-360,Lakeside Cracker Unit 360,Cracker Unit,2024,2,Total_GHG,1379.779,Emission Factor,EPA AP-42,EU ETS,519.448,103.167,757.164,217609.87,764.196,12.097,3808.19,MWh,325110,High,Synthetic,v1.0,Generated,18.9311,37.0056,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1379.779
Compressor 361,Delta Petroleum,USA,North America,Oil & Gas,FAC-361,Pioneer Compressor Station 361,Compressor Station,2022,4,Total_GHG,1313.992,Direct Measurement,IPCC 2019,Local Authority,656.233,69.964,587.795,154728.86,1082.255,20.527,1223.73,MWh,211120,High,Synthetic,v1.0,Generated,40.3304,-83.7932,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1313.992
Smelter 362,Delta Petroleum,South Africa,Africa,Mining,FAC-362,Northshore Smelter 362,Smelter,2019,4,Total_GHG,1303.944,Direct Measurement,IPCC 2019,EU ETS,553.49,130.733,619.721,404198.62,149.211,12.465,10722.11,tons/day,212299,High,Synthetic,v1.0,Generated,-23.0475,23.3986,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1303.944
Gas Plant 363,Delta Petroleum,UAE,Middle East,Oil & Gas,FAC-363,Granite Onshore Gas Plant 363,Onshore Gas Plant,2023,3,Total_GHG,1160.136,Emission Factor,EPA AP-42,Local Authority,481.545,79.353,599.238,177451.54,1117.163,13.663,1373.89,MWh,211120,Medium,Synthetic,v1.0,Generated,23.8248,52.8482,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1160.136
Refinery 364,Sequoia Refining,South Africa,Africa,Oil & Gas,FAC-364,Riverview Refinery 364,Refinery,2020,4,Total_GHG,2780.28,Hybrid,IPCC 2019,EU ETS,1083.891,46.794,1649.595,140512.53,1032.482,36.644,1089.68,MMscf,211120,Medium,Synthetic,v1.0,Generated,-31.7308,26.032,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2780.28
Aromatics Unit 365,Vertex LNG,Australia,Asia-Pacific,Petrochemicals,FAC-365,Granite Aromatics Unit 365,Aromatics Unit,2022,12,Total_GHG,2468.197,Emission Factor,IEA 2023,National Authority,875.27,114.033,1478.894,322899.76,755.769,21.33,5901.88,MWh,325110,High,Synthetic,v1.0,Generated,-23.2504,127.2293,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2468.197
Processing Plant 366,Orion Upstream,UAE,Middle East,Mining,FAC-366,Westfield Processing Plant 366,Processing Plant,2020,8,Total_GHG,989.253,Emission Factor,EPA AP-42,National Authority,425.435,100.008,463.81,259469.11,69.486,10.28,7290.97,tons/day,212299,High,Synthetic,v1.0,Generated,24.2022,51.6717,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,989.2529999999999
Mine 367,Orion Upstream,Canada,North America,Mining,FAC-367,Eagle Open-Pit Mine 367,Open-Pit Mine,2023,2,Total_GHG,752.854,Hybrid,EPA AP-42,EU ETS,362.894,113.105,276.855,303492.06,12.212,6.409,9428.48,tons/day,212299,Medium,Synthetic,v1.0,Generated,50.952,-95.8447,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,752.854
Aromatics Unit 368,Alpha Energy,UAE,Middle East,Petrochemicals,FAC-368,Cedar Aromatics Unit 368,Aromatics Unit,2021,10,Total_GHG,1432.563,Emission Factor,IEA 2023,National Authority,502.002,107.823,822.738,302611.08,653.674,8.285,5533.0,tons/day,325110,Medium,Synthetic,v1.0,Generated,23.1274,52.7332,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1432.563
Gas Plant 369,Delta Petroleum,Qatar,Middle East,Oil & Gas,FAC-369,Lakeside Onshore Gas Plant 369,Onshore Gas Plant,2021,8,Total_GHG,3642.242,Emission Factor,IEA 2023,National Authority,1153.341,73.822,2415.079,164171.32,805.037,38.275,1403.26,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,25.5403,51.3959,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,3642.242
Aromatics Unit 370,Orion Upstream,South Africa,Africa,Petrochemicals,FAC-370,Riverview Aromatics Unit 370,Aromatics Unit,2019,6,Total_GHG,1575.671,Emission Factor,EPA AP-42,US EPA,640.171,86.107,849.393,255220.88,235.041,15.753,4233.79,MWh,325110,High,Synthetic,v1.0,Generated,-33.7211,29.7804,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1575.671
Refinery 371,Sequoia Refining,India,Asia-Pacific,Oil & Gas,FAC-371,Cedar Refinery 371,Refinery,2020,4,Total_GHG,891.509,Direct Measurement,IEA 2023,National Authority,319.217,60.545,511.747,130045.43,534.718,8.564,1078.45,MWh,211120,High,Synthetic,v1.0,Generated,8.5368,71.98,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,891.509
Offshore Platform 372,Delta Petroleum,UAE,Middle East,Oil & Gas,FAC-372,Pioneer Offshore Platform 372,Offshore Platform,2019,10,Total_GHG,1190.939,Emission Factor,IEA 2023,Local Authority,571.674,58.6,560.665,170929.96,801.653,16.9,1399.92,MMscf,211120,Low,Synthetic,v1.0,Generated,23.7288,54.5484,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1190.939
Smelter 373,Sequoia Refining,USA,North America,Mining,FAC-373,Pioneer Smelter 373,Smelter,2020,12,Total_GHG,1201.521,Emission Factor,IEA 2023,US EPA,536.647,187.49,477.384,447642.67,230.386,10.116,13074.58,MWh,212299,High,Synthetic,v1.0,Generated,42.695,-107.3011,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1201.521
Offshore Platform 374,Epsilon Resources,Australia,Asia-Pacific,Oil & Gas,FAC-374,Silverline Offshore Platform 374,Offshore Platform,2023,12,Total_GHG,2287.296,Emission Factor,EU EMEP/EEA,EU ETS,707.464,83.628,1496.204,208704.18,1285.748,20.802,1770.62,MMscf,211120,High,Synthetic,v1.0,Generated,-26.8703,149.8193,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2287.296
Mine 375,Beta Oilfield Services,India,Asia-Pacific,Mining,FAC-375,Lakeside Open-Pit Mine 375,Open-Pit Mine,2021,1,Total_GHG,1168.166,Hybrid,EU EMEP/EEA,EU ETS,517.15,133.924,517.092,401924.75,31.112,10.908,11022.6,tons/day,212299,High,Synthetic,v1.0,Generated,15.6231,82.9191,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1168.166
